gene	pvalue	FC	fdr
GABRB1	0.00023436513585283183	1.127381977253772	0.0004264759964332279
GABRB2	1.706449930330712e-08	1.370374020983212	1.7109583845720084e-07
GABRB3	4.1590957707906335e-07	1.1462101422176523	1.7946297271347872e-06
GABRD	9.019768661983178e-07	1.1094591099754756	3.3444086050049982e-06
GABRE	0.3776228668126216	1.0490172436565688	0.4116859464389253
GABRG1	0.1372915047861281	0.9551891131032542	0.1605612513600481
GABRG2	0.1400421554303154	0.8662881473365561	0.1635764788728984
GABRG3	0.0021783130229583517	1.0624201399940536	0.0033004083929042594
GABRP	0.012335919430300369	1.0671034191183115	0.01673900571663177
GABRR1	2.3424588586447216e-07	1.100678215442968	1.1422590900811717e-06
GABRR2	6.392187306770668e-07	1.0262170301860662	2.5302060838794977e-06
GABRR3	1.4640413232335164e-05	1.0704313556118743	3.559850598539929e-05
GAD1	0.01018569406392172	1.1582539545641903	0.013977475672602758
GAD2	0.46062564195558464	0.9505779125609516	0.49590760602026773
GADD45A	0.010035019056732474	1.1676444598040705	0.013784416729816212
GADD45B	0.0016476810107255032	1.2307699178395597	0.0025426245545199897
GADD45G	2.3822098792336457e-05	1.315775000345646	5.463354882424345e-05
GADD45GIP1	2.6103468733728058e-05	1.3651469760483568	5.925449449269139e-05
GADL1	3.097567816527408e-06	1.140108935640674	9.278034620143263e-06
GAGE1	0.35036564227320544	1.0104852590188234	0.3844827911304315
GAGE10	0.9753035467593044	0.9733830096711759	0.9782679952296974
GAK	0.00010011707156236449	1.018236824552771	0.00019719438774058558
GAL	1.198606267491309e-07	1.09350656983169	6.794190866511603e-07
GAL3ST1	8.785346984608593e-07	1.0981007929620246	3.277502266560788e-06
GAL3ST2	2.0145976287279783e-06	1.1391250306277219	6.481897415025585e-06
GAL3ST3	0.9753035467593044	0.9940415920583513	0.9782679952296974
GAL3ST4	0.0006485127073692262	1.1477338549312612	0.0010826375121373423
GALC	8.52621538377231e-08	1.273666901778247	5.276312659016048e-07
GALE	4.390013239291068e-06	1.114324883458405	1.2442195849969831e-05
GALK1	4.453067445952696e-09	1.0493905502760543	7.056113134609804e-08
GALK2	0.016201040641626738	1.022739702148196	0.021608979609866786
GALM	0.00027530834456600923	1.1175886638726575	0.0004936428857207678
GALNS	6.990535697914783e-06	1.039116236090775	1.861037037782294e-05
GALNT1	0.0625184181215469	1.0350895550586643	0.07668925956243088
GALNT10	0.00015885767350387847	1.0337472699290247	0.0002992627803163161
GALNT11	1.7750419007098763e-07	1.0657840926223556	9.180625571644266e-07
GALNT12	0.18357569708615673	1.0209100906597837	0.21076078367628642
GALNT13	0.005683142646229717	1.0415440911736444	0.008085295723502072
GALNT14	7.079576402285583e-09	1.2369036034691314	9.468543593541424e-08
GALNT15	0.00014023408601485638	1.0616285161355914	0.00026743133488762815
GALNT16	1.534262581020813e-05	1.110284161143644	3.7121622537290306e-05
GALNT17	0.0011312031127586016	0.8471858269177245	0.0018027992915144956
GALNT18	5.7107039047507226e-05	1.057264238858416	0.00011906123509698663
GALNT2	4.1590957707906335e-07	1.077697537382154	1.7946297271347872e-06
GALNT3	0.0023738010707950396	1.0608537766338737	0.00357767079573756
GALNT5	5.966358084573402e-05	1.2254147550390102	0.00012386394382361084
GALNT6	3.510417870879368e-06	1.0540383587345685	1.0297225754579481e-05
GALNT7	3.1687476619369064e-07	1.0611799527031738	1.4484067903704376e-06
GALNT8	1.0557952120371489e-06	1.9417913592907672	3.789778037059333e-06
GALNT9	1.50104103052828e-07	1.147147954214562	8.051520439370775e-07
GALNTL5	7.825709573713186e-08	1.1288536645836034	4.960094836282513e-07
GALNTL6	0.039526407840023786	1.0511040244637877	0.04983892939708955
GALP	0.06548059146044352	1.0395455180792927	0.0800963238009293
GALR1	0.760812487785009	0.9057323543144998	0.7827267749628218
GALR3	5.960507995345589e-10	1.2843092086264263	2.23408670047768e-08
GAMT	2.6883355417301e-07	1.3286994370189895	1.2705147423244994e-06
GAN	2.8292713958766686e-08	1.1028848207563682	2.4223541900399226e-07
GANAB	0.007525429405652139	1.0592277791284401	0.010515097420636917
GANC	6.0589762558678514e-05	1.373513846905213	0.00012576953311099957
GAP43	0.0008913270735987639	1.0520739080341286	0.001446786246495855
GAPDH	0.1279915167556237	1.0416959311579566	0.15034521584387275
GAPDHS	0.2333168182943216	1.0410496048919518	0.26311190117434086
GAPT	0.0033270005917861363	1.0925381769796128	0.0049085303706204245
GAPVD1	0.5324261719743195	1.00203976946683	0.5666173086490585
GAR1	0.8284409743688916	1.0127208231416913	0.8459962321506744
GAREM1	0.0009595762966885125	1.0237114108150291	0.0015478023784647348
GAREM2	1.001912060595555e-06	1.1366723049336145	3.6376524945803698e-06
GARIN1A	1.9948471946570629e-10	1.0634271451944561	1.2670201010415989e-08
GARIN1B	5.3828822769537864e-08	1.082052614770624	3.770750021419404e-07
GARIN2	3.3622738660757384e-09	1.1561418085983959	5.969510793804644e-08
GARIN4	1.4484301681994416e-05	1.0295822099091352	3.5326429873501806e-05
GARIN5A	0.0003165414758721044	1.1259365245842554	0.0005599044050033261
GARIN5B	0.00023915095086056489	1.0830216521673441	0.000434092004551402
GARNL3	2.532216473498869e-06	1.1256801408672443	7.852716254895369e-06
GARRE1	3.275061999046768e-05	1.0343594822094757	7.254551458562665e-05
GARS1	0.000601123051310927	1.009848036357815	0.001007958457848213
GART	0.0017678433206503152	1.0128070497581065	0.0027156306018489965
GAS1	0.42088240492065654	0.9600825247975986	0.45580330360958593
GAS2	2.840074056494207e-07	1.1421663621416418	1.3310381036610701e-06
GAS2L1	0.0002250618820587934	1.0857475589966632	0.0004111238711976515
GAS2L2	9.04391092491644e-09	1.2565460802032957	1.1134352622889826e-07
GAS2L3	0.0002808736070257559	1.1230656176403262	0.0005024939722629315
GAS7	0.01666412745560051	1.0286003136964632	0.022175984463576378
GAS8	0.0030096869498778484	1.0705333853448575	0.004469482283226935
GASK1B	0.0005060314745528807	1.05409012414049	0.0008599079574289408
GAST	0.016431150956370853	1.0386181119341218	0.02189089621886164
GATA1	0.0004506402663782137	1.061255744152843	0.0007727879850453325
GATA2	0.081171093277424	1.0381480892085406	0.09787728937574837
GATA3	0.04529450344014527	0.949746019308351	0.05658551248633077
GATA4	0.21945627785864985	1.0095845029855401	0.2485522866443561
GATA5	0.0031647206140235527	1.0590409506236111	0.004685045730532234
GATA6	4.9662055406173856e-06	0.8610348081511312	1.3829939480200314e-05
GATAD1	0.00022936539451650796	1.025768304709988	0.0004189347477753087
GATAD2A	3.1762208666951043e-06	1.0434927820394073	9.463205644049399e-06
GATAD2B	0.00013171282660365887	1.163012015290454	0.00025260905974018214
GATB	0.26729848752913266	1.0066567746313422	0.2988577035200879
GATD1	0.16673785730938562	0.9694052772834828	0.19250689640678992
GATD3	6.041440617386858e-06	1.1580628082225106	1.641472499945096e-05
GATM	0.4450968089115668	1.027888315177863	0.4804159242944812
GBA2	0.0008123438358095951	1.0266247879116754	0.0013285261180337915
GBA3	6.0982133370291346e-05	1.0838272225976255	0.00012634212973400063
GBE1	1.7872817587967554e-09	1.1806918742745456	4.0493935967962313e-08
GBF1	0.00029232181910652903	1.0694420005634138	0.0005208880401499132
GBP1	0.031029363587099252	1.046313275235756	0.039738947038907166
GBP2	3.6899125280957526e-06	1.0888326838919236	1.0730435282853165e-05
GBP3	0.00023436513585283183	1.172155130232062	0.0004264759964332279
GBP5	3.8781874402167834e-06	1.0173350746460905	1.1202832605611945e-05
GBP6	1.6411652763838187e-06	1.0852566044736829	5.481383695380939e-06
GBP7	0.00010484520585872906	1.0062325715066678	0.00020573296599476565
GBX1	5.300809730364751e-07	1.0929621957586972	2.1765293942909634e-06
GC	4.934501567414985e-08	1.0749053346108326	3.560158450254728e-07
GCA	1.7312211594558944e-09	1.0690401709163524	3.9518702557203726e-08
