gene	pvalue	FC	fdr
A1BG	1	1.0636489762353232	1.0
A1CF	1	0.9767939630584654	1.0
A2M	1	1.178644511281196	1.0
A2ML1	1	1.1335019054385196	1.0
A4GNT	1	1.078311348503507	1.0
AAAS	0.00027145001761692665	1.2435177531074502	0.002784545924683018
AACS	1	1.027840419438217	1.0
AADACL2	1	1.0415482024288865	1.0
AADACL3	1	1.0323636347347864	1.0
AADACL4	1	1.0161621000666652	1.0
AADAT	1	0.8638570959445955	1.0
AAGAB	1	1.0270507474788175	1.0
AAK1	1	1.052626071988301	1.0
AAMDC	1	0.9983601939213115	1.0
AAMP	1	1.060157438580112	1.0
AANAT	1	1.0375924175954825	1.0
AAR2	1	1.033467843886829	1.0
AARD	1.5352073269473657e-05	1.2497644434175694	0.00020811645827218273
AARS1	1	1.0140824963219606	1.0
AASDH	1	0.9809988790398242	1.0
AASDHPPT	1	0.8411548053407323	1.0
AASS	1	0.9794670503444779	1.0
AATF	1	0.9236137763284382	1.0
AATK	1	1.085061043178399	1.0
ABAT	1	0.9181852653508156	1.0
ABCA1	1	1.0389249949628618	1.0
ABCA12	1	1.0018766767372063	1.0
ABCA13	1	1.0381171210306082	1.0
ABCA2	1	1.032823017556326	1.0
ABCA3	1	1.0325808439513693	1.0
ABCA4	1	0.9897577695966011	1.0
ABCA5	1.849661592364983e-05	1.3779098539877341	0.0002459519606528763
ABCA6	0.023862710459550504	1.6464623223376118	0.16174436828318
ABCA7	1	1.029554954349894	1.0
ABCA8	1	1.0323532009331482	1.0
ABCA9	0.003296701752484514	1.197131997216096	0.02650001067320141
ABCB1	1	0.9460176281671963	1.0
ABCB10	1	1.0553325405433247	1.0
ABCB11	1	1.028716013640529	1.0
ABCB4	1	1.1525469440657445	1.0
ABCB5	1	1.0453636682968042	1.0
ABCB8	1	1.045027942025744	1.0
ABCB9	1	1.1725131747262452	1.0
ABCC1	1	1.0422200105755712	1.0
ABCC10	1	1.0652537811860092	1.0
ABCC11	1	0.9743860494602887	1.0
ABCC12	1	0.9836570650610631	1.0
ABCC2	1	1.0762889661932393	1.0
ABCC3	7.942358929544187e-05	1.2090935998972854	0.0009078252682350544
ABCC4	1	1.1367061888092858	1.0
ABCC5	1	0.9829399493948016	1.0
ABCC6	1	0.9955100082470825	1.0
ABCC8	1	1.097155893430915	1.0
ABCC9	1	0.9694517142741776	1.0
ABCD1	1	1.0981496491178055	1.0
ABCD2	1	1.0934996080564783	1.0
ABCD3	1	1.0143851188117887	1.0
ABCD4	3.55032852521217e-08	1.3116672766196806	1.011876686748087e-06
ABCE1	1	0.8930179601234246	1.0
ABCF1	1	1.0117699915940246	1.0
ABCF3	0.004452364782600306	0.8387433332022207	0.03448554807575794
ABCG1	1	1.186159455430691	1.0
ABCG2	0.0016477343938612597	1.3927335454290497	0.014239737378908289
ABCG4	1	1.0738986715464187	1.0
ABCG5	1	0.9970509795201324	1.0
ABCG8	1	1.1769014538945803	1.0
ABHD1	1	1.0916232191912272	1.0
ABHD10	0.056035163459243004	1.704546632934119	0.34905094698563865
ABHD11	1	1.0754789971483891	1.0
ABHD12	1	0.9933680484075498	1.0
ABHD13	1	0.9724016672313214	1.0
ABHD16B	0.0008702520008354446	1.194256002834119	0.008009144241002093
ABHD17A	1	1.059580699137589	1.0
ABHD17B	1	1.0936277568176878	1.0
ABHD17C	1	1.0922111620559405	1.0
ABHD18	1	1.0509881646256964	1.0
ABHD2	1	1.11185865853795	1.0
ABHD3	3.57415623343507e-09	1.9532933558100871	1.8669781963386943e-07
ABHD4	1	1.005735162989686	1.0
ABHD5	1	0.9946867130010912	1.0
ABHD6	1	1.1173435950733397	1.0
ABI1	0.002213897778048754	1.204388832839488	0.018556246162670417
ABI2	1	0.9731102399362052	1.0
ABI3	1	1.1169734901070214	1.0
ABI3BP	1	1.0888210608570652	1.0
ABITRAM	1	0.9439486841219997	1.0
ABL1	1	1.0785507435719954	1.0
ABL2	1	1.017618966182484	1.0
ABLIM1	0.0004032774090528291	1.2010731457915953	0.0039923420087668495
ABLIM2	1	1.0206100791069268	1.0
ABLIM3	4.34078891779867e-05	1.4016101081285828	0.0005293687202144116
ABO	1	1.1250358863024787	1.0
ABR	1	1.091972794155673	1.0
ABRA	0.000957430913464735	1.2337632674919328	0.008686117445511421
ABRACL	4.765541644580094e-10	1.8314764944874005	5.402712212614691e-08
ABRAXAS1	1	1.1261754162790951	1.0
ABRAXAS2	1	0.9927989788307608	1.0
ABT1	1	0.9788914317987193	1.0
ABTB1	1	1.092788883798281	1.0
ABTB2	1	1.1062359834756	1.0
ACAA1	1	1.1816526194967705	1.0
ACAA2	1	1.1719998602740274	1.0
ACACA	1	1.0378124739589853	1.0
ACACB	1	1.1364216669932958	1.0
ACAD10	1	0.9728118614320952	1.0
ACAD8	1	1.0408075306140006	1.0
ACAD9	1	0.9955449343757411	1.0
ACADM	1	1.0	1.0
ACADS	1.072246870030521e-08	1.2336040141648437	3.9260139583294556e-07
ACADSB	1	1.0546152318848065	1.0
ACADVL	1	0.9517651823031267	1.0
ACAN	1	1.1361738666318977	1.0
ACAP1	1.4892317639312792e-08	1.5335395175070965	5.020416772459963e-07
ACAP2	1	0.9239080820641906	1.0
ACAP3	1	1.0034360756937009	1.0
ACAT1	1	0.9815234360269334	1.0
ACAT2	1	0.993431349297186	1.0
ACBD3	1	1.0235806199642847	1.0
ACBD4	1.1866198695004434e-07	1.753199086503363	2.7187450752551327e-06
ACBD5	1	1.0539767468423331	1.0
ACBD6	1	1.0534867545185331	1.0
ACBD7	1	1.1554241523991122	1.0
ACCS	5.242095809038103e-09	2.12161066685787	2.431220495676611e-07
ACCSL	1	1.0550959960879434	1.0
ACE	1	1.064568825277705	1.0
ACER1	1	1.0093188285264107	1.0
ACER2	0.0011017573675260422	1.4617967676302033	0.009889968627557815
ACER3	1	1.0417853842076994	1.0
ACHE	1	1.1842416288008064	1.0
ACIN1	1	0.9781273111392218	1.0
ACKR3	2.1969146981514233e-07	1.3807897932105908	4.599696231902535e-06
ACLY	1	1.0496140814464439	1.0
ACO1	1	1.08288414504833	1.0
ACO2	1	1.0963557318348005	1.0
ACOT11	5.933099347502217e-08	1.4197949887754813	1.5261526977062427e-06
ACOT12	3.57415623343507e-09	1.6817875486019633	1.8669781963386943e-07
ACOT13	1	1.006581618518104	1.0
ACOT7	1	1.0634902342325752	1.0
ACOT9	1	0.8905985056638235	1.0
ACOX1	1	0.9403105143143229	1.0
ACOX2	1	0.9894814429756863	1.0
ACOX3	1	1.0252036957757933	1.0
ACOXL	1	1.0299984604070116	1.0
ACP1	1	0.9871393397330152	1.0
ACP2	1	1.021710791291312	1.0
ACP3	1	1.0293338861095798	1.0
ACP6	0.0036965127065450754	1.254097985108533	0.029237791717660142
ACP7	1	0.885454248452735	1.0
ACRBP	2.2636322811755446e-09	1.5769099111015294	1.4869052387721764e-07
ACRV1	1	1.0734755832015588	1.0
ACSBG1	0.045319838544140095	1.2494173605243426	0.28804822629487714
ACSF2	0.002124303331498367	1.2134482737715067	0.017873811153701215
ACSF3	1	1.0226206674630616	1.0
ACSL1	1	1.0854494700411648	1.0
ACSL3	1	1.1383953189992242	1.0
ACSL4	1	0.9855396554217497	1.0
ACSL5	1	1.039192962613843	1.0
ACSM3	1	1.0483392834146634	1.0
ACSM4	1	0.9626582688894315	1.0
ACSM5	1	1.0806946664053074	1.0
ACSM6	1	1.0102228085474338	1.0
ACSS1	2.382770822290047e-10	1.6212287497553308	3.963946460342301e-08
ACSS2	2.704444883299203e-08	1.2180522727660412	8.068524159628519e-07
ACSS3	0.003171729473565799	1.274037464775886	0.02565714566222228
ACTA1	3.57415623343507e-09	2.9766941088477443	1.8669781963386943e-07
ACTB	1	1.1042373465291133	1.0
ACTG1	0.0036965127065450754	1.9628486521336819	0.029237791717660142
ACTG2	1	1.000806878070854	1.0
ACTL6A	1	0.9564552773358945	1.0
ACTL6B	1	0.8940516940081349	1.0
ACTL7A	1	0.9973072572995684	1.0
ACTL7B	1	1.031428512293129	1.0
ACTL8	1	1.0700992764686208	1.0
ACTL9	1	1.0675731657847018	1.0
ACTN1	1	1.0563240039602395	1.0
ACTN2	1	1.0503564974422548	1.0
ACTN3	1	0.9935079332472339	1.0
ACTN4	1	1.1243863893199444	1.0
ACTR1A	1	1.0465375494654798	1.0
ACTR1B	1	1.0090310982326556	1.0
ACTR2	1	1.0311884883104934	1.0
ACTR3	1	1.1459395668749446	1.0
ACTR3B	1	1.0426247344743282	1.0
ACTR3C	1	1.0205497366370184	1.0
ACTR5	1	1.1350004524672546	1.0
ACTR6	1	1.0033158796308719	1.0
ACTR8	1	0.9685832390045996	1.0
ACTRT2	1	1.0004293752327367	1.0
ACVR1	1	1.1210830983242093	1.0
ACVR1B	1	1.0386985240227342	1.0
ACVR1C	6.867574408587927e-05	1.2604344147251778	0.0007993021013189218
ACVR2A	1	0.9395636697090145	1.0
ACVR2B	1	1.0227193567170585	1.0
ACVRL1	7.62486663132815e-09	1.1968184002925613	3.120282989103672e-07
ACY3	2.0134413448350893e-08	1.9576011399442352	6.48751995425285e-07
ACYP1	1	0.9847436891703378	1.0
ACYP2	1	1.112599336646011	1.0
ADA	1	1.0817070654210268	1.0
ADA2	1	1.1563971915484974	1.0
ADAD1	1	1.0103096719008142	1.0
ADAD2	1	1.0784471978735528	1.0
ADAL	1	1.1009275279531867	1.0
ADAM10	1	1.0171778782901755	1.0
ADAM11	5.4841495830204374e-05	1.2307411199046963	0.0006521748979652509
ADAM12	2.382770822290047e-10	1.2684908300420399	3.963946460342301e-08
ADAM15	1	1.013930034514332	1.0
ADAM17	1	1.0232847875846005	1.0
ADAM18	1	0.8850784363406531	1.0
ADAM19	0.0004258552348408973	1.2873740974647734	0.004183385346110355
ADAM2	1	1.1183865560455524	1.0
ADAM22	0.01960524925293776	0.8236024514643919	0.13485768081627522
ADAM23	1	1.0108043931728434	1.0
ADAM28	0.05105156778495684	1.1937413997548947	0.3214085746395576
ADAM29	1.429662493374028e-09	1.3825156537840786	1.0832170525291832e-07
ADAM30	1	1.048091945690519	1.0
ADAM32	0.0015102387480547526	1.2990747308949073	0.013177995461218922
ADAM33	1.686417963329892e-05	1.2180516433572404	0.0002266077869074978
ADAM8	1.4892317639312792e-08	1.2006916466088353	5.020416772459963e-07
ADAM9	1	1.00410636344933	1.0
ADAMTS1	1	1.097863880306763	1.0
ADAMTS10	1	1.0788286917686227	1.0
ADAMTS12	1	1.1743073810687503	1.0
ADAMTS13	1	1.1174509000968165	1.0
ADAMTS14	1	1.0000146276765265	1.0
ADAMTS15	1	0.962114455434589	1.0
ADAMTS16	1	1.094392586823878	1.0
ADAMTS17	1	1.1361126874842646	1.0
ADAMTS18	1	0.9912452021012079	1.0
ADAMTS19	0.0030873142084961174	1.2788058212252553	0.025120331717720934
ADAMTS2	1	1.03971337796289	1.0
ADAMTS20	1	1.0696997501788712	1.0
ADAMTS3	1	0.9973196632392687	1.0
ADAMTS4	0.002604423789046098	1.378176276401954	0.021511444193929048
ADAMTS5	1	1.1784058303435887	1.0
ADAMTS6	1	1.0839853388273872	1.0
ADAMTS7	1	1.0033695793181046	1.0
ADAMTS8	1	0.9857736934149367	1.0
ADAMTS9	1	1.0018075440502567	1.0
ADAMTSL1	1	1.0622255570556345	1.0
ADAMTSL2	1	1.0325253747213554	1.0
ADAMTSL3	1	0.91752189846065	1.0
ADAMTSL5	1	1.053019874239926	1.0
ADAP1	1	1.068475596929228	1.0
ADAP2	1	1.1788592337710793	1.0
ADAR	1	1.0174522383200744	1.0
ADARB1	1	1.0645562527284063	1.0
ADARB2	1	1.000623010491645	1.0
ADAT1	1	1.0478090679649965	1.0
ADAT2	1	1.021667675732192	1.0
ADCK1	1	1.0079379695714457	1.0
ADCK2	1	1.1310083672533362	1.0
ADCK5	1	1.0146008974404719	1.0
ADCY1	1.1913854111450234e-10	1.2166048102096931	3.039025619595764e-08
ADCY10	1	1.0686535373840023	1.0
ADCY2	1	1.1187500101003829	1.0
ADCY3	1	1.086916591774912	1.0
ADCY4	1	1.0961509713687063	1.0
ADCY5	1	1.089762638645768	1.0
ADCY6	1	1.1177761391054004	1.0
ADCY7	1	1.0978508477281574	1.0
ADCY8	0.00014672054304500299	1.3030669054570951	0.0015791546492994167
ADCY9	1	1.09122493551922	1.0
ADCYAP1	1	1.1448842783394209	1.0
ADCYAP1R1	1	1.100675689007585	1.0
ADD1	1	1.0544887656763111	1.0
ADD2	1	1.0349786535792123	1.0
ADD3	1	1.0460269284169055	1.0
ADGB	1	1.060525073603711	1.0
ADGRA1	1	1.0565400276997017	1.0
ADGRA2	1	1.185141510698269	1.0
ADGRA3	1	1.0775915556215188	1.0
ADGRB1	1	1.1367900768489292	1.0
ADGRB2	1	1.0824031233052933	1.0
ADGRB3	1	1.082894440728698	1.0
ADGRD1	1	0.9995757777648268	1.0
ADGRD2	1	1.1415653877525893	1.0
ADGRE1	1	0.8847154077498243	1.0
ADGRE2	0.0007519394472264892	1.7229506973031643	0.007025905518804284
ADGRE3	1	1.0692433437218638	1.0
ADGRE5	1	1.1063466406123075	1.0
ADGRF1	1	0.9545718300443182	1.0
ADGRF4	1	1.0639259869070672	1.0
ADGRF5	1	0.8952973753531857	1.0
ADGRG1	1	1.0541838951397529	1.0
ADGRG2	1	1.0503932674638252	1.0
ADGRG3	4.765541644580094e-10	1.241446648409101	5.402712212614691e-08
ADGRG4	1	1.0293263720945565	1.0
ADGRG5	1	0.9302873535890583	1.0
ADGRG6	0.00011256388072309852	1.1925194187747534	0.0012429943683023254
ADGRG7	3.55032852521217e-08	1.48638268215694	1.011876686748087e-06
ADGRL1	1	1.0	1.0
ADGRL2	1	1.0736880037063994	1.0
ADGRL3	1	0.9690452256093247	1.0
ADGRL4	1	1.1252971028964875	1.0
ADGRV1	1	1.1388219160950341	1.0
ADH1B	0.0411116262800624	1.909314585038218	0.2645977460960282
ADH5	0.0005845830366135843	1.274087948400988	0.005577957216565404
ADH7	1	1.150944653657192	1.0
ADI1	1	1.0090443697905598	1.0
ADIPOQ	1	1.0850463561784318	1.0
ADIPOR1	1	1.0222002261331804	1.0
ADIPOR2	1	1.0530630256918918	1.0
ADK	1	1.0643918500697032	1.0
ADNP	1	1.0546570518333678	1.0
ADNP2	1	1.0912296399638755	1.0
ADO	1	1.1151315466059202	1.0
ADORA1	1	1.1294880032396357	1.0
ADORA2B	1	1.104718439694713	1.0
ADPGK	1	1.0330122724995017	1.0
ADPRH	1	1.0335749842321473	1.0
ADPRHL1	1	1.0330029842796495	1.0
ADPRS	1	0.9658358900735117	1.0
ADRA1A	3.57415623343507e-09	1.366823074372932	1.8669781963386943e-07
ADRA1B	1	0.9620465742004627	1.0
ADRA1D	1	1.0659321698023405	1.0
ADRA2A	1	1.0055948290490058	1.0
ADRA2B	1	1.1033495069602453	1.0
ADRA2C	1	1.0381575693735177	1.0
ADRB1	1.1803055268213747e-06	2.0987967788230315	2.036592569109486e-05
ADRB2	0.11079067736174066	1.7786619494874492	0.6541864649002472
ADRB3	1	1.1050376904716999	1.0
ADRM1	0.009792463002450867	1.2351383586510747	0.07086224409102153
ADSS1	1	1.0716107547010185	1.0
ADSS2	1	0.9939239278521604	1.0
ADTRP	1	1.0331280106553742	1.0
AEBP1	1	1.1855644794298912	1.0
AEBP2	1	1.0222093027405124	1.0
AEN	1	1.1856952168545116	1.0
AFAP1	1	1.145501233148906	1.0
AFAP1L1	1	1.0995454447749553	1.0
AFAP1L2	8.339697878015163e-10	1.4226755826611102	7.735701577152853e-08
AFDN	1	1.0770238393463731	1.0
AFF1	1	1.1591330451851871	1.0
AFF2	0.039127364465855616	1.3551667330670776	0.2533182373730627
AFF3	1	1.0552309319099875	1.0
AFF4	1	1.0473211547861068	1.0
AFG1L	1	1.0309671085704584	1.0
AFG3L2	1	1.149704506034602	1.0
AFM	1	1.0066204952878202	1.0
AFMID	1	1.0916010070211688	1.0
AFP	1	1.1463170304107984	1.0
AFTPH	1	0.9887934229725606	1.0
AGA	1	1.0720634541396956	1.0
AGAP1	1	1.0710658181452024	1.0
AGAP2	1	0.9659562223714729	1.0
AGAP3	1	1.0873594731642304	1.0
AGBL1	1	1.064974749929822	1.0
AGBL2	1.3637788801377083e-06	1.6179680426323548	2.319181751167514e-05
AGBL4	1	1.0485719116232335	1.0
AGBL5	1	0.94548927528742	1.0
AGER	1	1.0186441932207664	1.0
AGFG1	1	0.9649751703222174	1.0
AGFG2	1	1.1321631692526548	1.0
AGGF1	0.4341885731035878	0.827382315502705	1.0
AGK	1	1.0869340056142776	1.0
AGL	1.429662493374028e-09	1.2078045843740766	1.0832170525291832e-07
AGMO	1	1.0507306123171225	1.0
AGO1	1	1.1095358617931215	1.0
AGO2	1	1.087922264656731	1.0
AGO3	1	0.9728151778870235	1.0
AGO4	1	1.1410866521434992	1.0
AGPAT1	1	1.0150726710065416	1.0
AGPAT2	1	1.1050037855170896	1.0
AGPAT3	1	1.095433291868684	1.0
AGPAT4	1	1.018786487617994	1.0
AGPAT5	1	1.0713743904444488	1.0
AGPS	1	1.0485148222782001	1.0
AGR2	1	0.9931024695193901	1.0
AGR3	1	1.017593101171989	1.0
AGRN	1	1.0891751533535274	1.0
AGT	1	1.0891122474089923	1.0
AGTPBP1	1	1.1132096073620628	1.0
AGTR1	1	1.0870179654028989	1.0
AGTR2	1	1.0495250464066315	1.0
AGTRAP	1	1.07560993513728	1.0
AGXT	1	1.0383757730184655	1.0
AGXT2	1	0.9531293252382749	1.0
AHCTF1	1	1.0891142952782564	1.0
AHCY	1	1.1227551505397833	1.0
AHCYL1	1	1.0506012675183476	1.0
AHCYL2	1	1.071261343652092	1.0
AHDC1	2.382770822290047e-10	1.1985201084492114	3.963946460342301e-08
AHI1	1	0.989793118800947	1.0
AHNAK	1	1.1468044055145448	1.0
AHNAK2	0.0006807662019032266	1.2543295947406696	0.00643553225455768
AHR	1	1.1303112011854048	1.0
AHSA1	1	1.0431624637471195	1.0
AHSP	1	1.0458389534049526	1.0
AICDA	1	0.9715688474106833	1.0
AIDA	1	1.03985226860458	1.0
AIF1	1	1.1126791031916585	1.0
AIF1L	1	1.1344885224858101	1.0
AIFM1	1	0.9539417162353164	1.0
AIFM2	4.622575395242691e-08	1.4066872311397065	1.243383416945332e-06
AIFM3	1	1.0840657541640821	1.0
AIG1	1	1.1355003092892044	1.0
AIM2	9.37632232425245e-06	1.24632293308523	0.00013275172356399978
AIMP2	1	0.9806330149648486	1.0
AIP	1	1.0514695645297174	1.0
AIPL1	1	1.0203306361472266	1.0
AIRE	1	1.0228975630486916	1.0
AJAP1	1	1.0343079670294022	1.0
AJM1	1	1.0	1.0
AK1	1	1.0841598118433655	1.0
AK2	1	1.1544712625584839	1.0
AK4	1	1.130226466011324	1.0
AK5	1	1.1393944107086178	1.0
AK7	1	1.1826049184000296	1.0
AK8	1	1.1619435584752074	1.0
AK9	1	1.0374773557111592	1.0
AKAIN1	0.0005551546255728911	1.3110872959740714	0.005323710240847806
AKAP1	1	1.089068854392739	1.0
AKAP10	1	1.1020313107104651	1.0
AKAP11	1	1.0608140337209804	1.0
AKAP12	1	1.108370048987206	1.0
AKAP13	1	1.1095304204777479	1.0
AKAP14	1	0.8741035457287618	1.0
AKAP4	1	0.8838671873410326	1.0
AKAP6	1	0.963199401251948	1.0
AKAP7	3.4032996516227625e-05	1.1987765919932654	0.00042589943718795075
AKAP8	1	1.0516818208687952	1.0
AKAP8L	1	1.0535690629456398	1.0
AKAP9	0.004788728864005962	0.7539288589195112	0.03688550340393118
AKIP1	1	0.9853288872908061	1.0
AKIRIN1	1	0.9614182197102988	1.0
AKIRIN2	1	0.8475714565417775	1.0
AKNA	1	1.003575541231306	1.0
AKNAD1	1	0.972426031628077	1.0
AKR1A1	1	1.0680845503180576	1.0
AKR1B1	1	1.1156687397060272	1.0
AKR1B10	1	1.1157043327794938	1.0
AKR1B15	0.00027145001761692665	1.2671765451485344	0.002784545924683018
AKR1C1	1	1.0371928307181084	1.0
AKR1C2	1	1.0088540536283008	1.0
AKR1C3	1	0.8580908733632423	1.0
AKR1C4	1	0.946538211420975	1.0
AKR1C8	1	0.9107841686209418	1.0
AKR1D1	1	1.1236054693382682	1.0
AKR1E2	1	1.1664453280510445	1.0
AKR7A2	0.007040610868287006	1.411214582018162	0.05266693516086639
AKR7A3	9.495341726825837e-08	1.5729567195395737	2.2601276069839725e-06
AKR7L	1	1.152333919419798	1.0
AKT1	1	1.0826264933023084	1.0
AKT2	1	1.1468100035104831	1.0
AKT3	1	1.0584445152979496	1.0
AKTIP	1	1.083001627567846	1.0
ALAD	2.2636322811755446e-09	1.2920445758500818	1.4869052387721764e-07
ALAS1	7.388829353672098e-05	1.2274327959655535	0.0008483573387693283
ALAS2	1	0.9944023458261916	1.0
ALB	1	1.0273684631580684	1.0
ALCAM	0.08332805105805131	0.8325919400025992	0.502892674070771
ALDH16A1	1	1.0498072081906211	1.0
ALDH18A1	1	1.0157300836716896	1.0
ALDH1A1	1	0.9093877507356424	1.0
ALDH1A2	1	1.1157912848003433	1.0
ALDH1B1	1	1.0574533188045074	1.0
ALDH1L1	1	0.9696086884926316	1.0
ALDH1L2	1	0.9979096370657503	1.0
ALDH2	1	0.8422701303067652	1.0
ALDH3A1	1	1.1708638400472653	1.0
ALDH3A2	1	1.0358229903960101	1.0
ALDH3B1	1	1.0325391561674961	1.0
ALDH3B2	1	1.018627284088184	1.0
ALDH4A1	1	1.0981468515415522	1.0
ALDH7A1	7.62486663132815e-09	2.2569579995695	3.120282989103672e-07
ALDH8A1	1	1.1579579044896628	1.0
ALDH9A1	1	1.009286287990365	1.0
ALDOB	1	1.0903922912112969	1.0
ALG1	1	1.0506807287683686	1.0
ALG10B	1	0.9239381765396425	1.0
ALG11	1	0.9971407847919646	1.0
ALG12	1	1.0536703542439465	1.0
ALG13	1	1.0165848952294434	1.0
ALG14	1	1.03176323924619	1.0
ALG1L2	1	1.0455175123566252	1.0
ALG2	1	0.9887503158911546	1.0
ALG3	1	1.0289557692611186	1.0
ALG5	1	0.9987777268312641	1.0
ALG6	1	0.975073175891712	1.0
ALG8	1	1.007643384897488	1.0
ALG9	1	1.0364563245454523	1.0
ALK	1	1.0491994274348766	1.0
ALKAL1	1	0.9648552810936716	1.0
ALKAL2	1	1.111683380578342	1.0
ALKBH1	1	1.0151941711727437	1.0
ALKBH2	1	1.1051103994847145	1.0
ALKBH3	1	1.0313430849284644	1.0
ALKBH4	1	1.0288822371590511	1.0
ALKBH5	1	1.1500771117409374	1.0
ALKBH7	1	1.1161633691391792	1.0
ALKBH8	1	0.91267364476669	1.0
ALLC	1	1.1144873047530575	1.0
ALMS1	1	0.9878159036363598	1.0
ALOX12B	1	1.0919515914689983	1.0
ALOX15	1	1.1277307624440158	1.0
ALOX15B	0.001795502998652447	1.3281530979477023	0.015326365529490073
ALOX5	4.765541644580094e-10	1.3421115663640795	5.402712212614691e-08
ALOX5AP	1.1913854111450234e-10	1.2405374148025479	3.039025619595764e-08
ALOXE3	1	1.0600481402883783	1.0
ALPG	1	0.8928036409775622	1.0
ALPI	1	0.9522114434837886	1.0
ALPK1	1	0.9526459794584773	1.0
ALPK2	1	1.041354926902155	1.0
ALPK3	1	1.1691743653030116	1.0
ALPL	3.4032996516227625e-05	1.3815783029921052	0.00042589943718795075
ALPP	1	0.9869612799814047	1.0
ALS2	1	1.1180217467989328	1.0
ALS2CL	1	1.0570755624513404	1.0
ALX1	1	1.0797513064924038	1.0
ALX4	1	1.1221589635792175	1.0
ALYREF	1	0.9751398960468742	1.0
AMBN	0.0038544237986686057	1.4060809122261055	0.030392558597951064
AMBP	1	1.0821270094168711	1.0
AMBRA1	1	1.0789719108537954	1.0
AMD1	1	1.1220414801963339	1.0
AMDHD1	1	1.170241635879448	1.0
AMDHD2	1	1.0412110007003959	1.0
AMELY	0.011271177485822972	1.236174346011771	0.0809124631428333
AMER1	1	0.8787469200499907	1.0
AMER2	1	1.1597406595621635	1.0
AMER3	1	1.1291452807723101	1.0
AMFR	1	1.067976168635935	1.0
AMH	6.829855146471076e-06	1.1935093703579147	9.880050379654046e-05
AMHR2	1	1.0154715767496019	1.0
AMIGO1	6.37748610585931e-07	1.6791718278373111	1.1619931529782945e-05
AMIGO2	0.008487208230162063	0.5562490935558675	0.06245034709741844
AMMECR1	1	1.0245013408421564	1.0
AMMECR1L	1	1.0157916029734588	1.0
AMN	1.4892317639312792e-08	1.465817206457882	5.020416772459963e-07
AMN1	0.008600782485139504	1.2447253290299642	0.06310401530923304
AMOT	1	1.0241356994064217	1.0
AMOTL1	1	1.0856039245733102	1.0
AMOTL2	1	0.8931964303932282	1.0
AMPD1	1	0.9912702205048795	1.0
AMPD2	1	1.0087223804446002	1.0
AMPD3	0.01649023806464034	1.196799329393052	0.11471958799060017
AMPH	1	1.1089481392589695	1.0
AMTN	1	1.173622382441475	1.0
AMZ1	1	1.1048587061406845	1.0
AMZ2	1	1.0967893859893807	1.0
ANAPC1	1	1.0765813119531373	1.0
ANAPC11	0.0011537184508477213	1.6428888902381231	0.010326117479663378
ANAPC13	1	0.9945513102910049	1.0
ANAPC15	1	1.0337489010734842	1.0
ANAPC16	1	1.0710286947394427	1.0
ANAPC2	1	1.0285539658229315	1.0
ANAPC4	8.339697878015163e-10	2.130327151943454	7.735701577152853e-08
ANAPC5	1	1.0798868495241143	1.0
ANAPC7	1	0.9493588571168815	1.0
ANG	1	1.0702177991526776	1.0
ANGEL1	1	0.984410865960794	1.0
ANGEL2	1	0.9804452346092775	1.0
ANGPT1	1	1.0943447266479094	1.0
ANGPT4	7.62486663132815e-09	1.6091228003940223	3.120282989103672e-07
ANGPTL4	1	0.964523507774022	1.0
ANGPTL5	0.0014085404674192747	1.2398332830332233	0.012410887653340242
ANGPTL6	1	1.0072687089157395	1.0
ANK1	1	1.1489032402265293	1.0
ANK2	1	1.062930104970647	1.0
ANK3	1	1.0745656978677123	1.0
ANKAR	0.16100157048007907	1.3381778477001343	0.9239328969619836
ANKDD1A	1	1.1479076633284504	1.0
ANKDD1B	0.056035163459243004	1.260343306959421	0.34905094698563865
ANKFN1	1	1.0143355891738688	1.0
ANKFY1	1	1.0397233097734195	1.0
ANKH	1	1.1223203321634676	1.0
ANKIB1	1	1.098554609563035	1.0
ANKK1	1	1.1124957645099018	1.0
ANKLE1	0.000957430913464735	1.2242019087309763	0.008686117445511421
ANKLE2	1	1.0188911594915833	1.0
ANKMY1	1	1.0937257912636054	1.0
ANKMY2	1	1.0410535222963158	1.0
ANKRA2	1	1.0199127086750563	1.0
ANKRD1	1	1.0355119722816866	1.0
ANKRD10	1	1.0109505070440485	1.0
ANKRD11	1	1.0326229616294818	1.0
ANKRD12	1	0.9960800494608782	1.0
ANKRD13A	1	1.0381395591445033	1.0
ANKRD13C	1	1.0108812755613388	1.0
ANKRD13D	1	1.0795132376808774	1.0
ANKRD16	1	0.9216624574953844	1.0
ANKRD17	1	1.0498851158946472	1.0
ANKRD18A	1	1.0	1.0
ANKRD18B	1	1.0	1.0
ANKRD2	1	1.0724330172838028	1.0
ANKRD22	1	1.0721716518501767	1.0
ANKRD23	1	1.0394290186789499	1.0
ANKRD24	1	1.0875971385681713	1.0
ANKRD26	1	0.8796776066321662	1.0
ANKRD27	1	1.0100664790195149	1.0
ANKRD28	1	1.0274378085209654	1.0
ANKRD29	0.00015648740150702876	1.3902629366787573	0.0016736825157687458
ANKRD30A	1	0.982447990675717	1.0
ANKRD30B	0.007040610868287006	0.8004496204164492	0.05266693516086639
ANKRD30BL	1	0.9695324048184559	1.0
ANKRD31	1	1.1670131257018144	1.0
ANKRD33	1	1.139137747116601	1.0
ANKRD33B	1	1.157265270193647	1.0
ANKRD34B	1	0.8769236382610767	1.0
